-75.2292557,70.5109634
-75.2119598,70.6524048
-76.5192642,70.7106323
-76.5349579,70.5472488
-76.5349579,70.5472488
-76.5192642,70.7106323
-77.8062592,70.7549515
-77.8166046,70.5694122
-77.8166046,70.5694122
-77.8062592,70.7549515
-79.0809784,70.7874603
-79.0826340,70.5796738
-79.0826340,70.5796738
-79.0809784,70.7874603
-80.3474503,70.8093109
-80.3372879,70.5792542
-80.3372879,70.5792542
-80.3474503,70.8093109
-81.6077042,70.8211823
-81.5827408,70.5689163
-81.5827408,70.5689163
-81.6077042,70.8211823
-82.8626862,70.8235397
-82.8200378,70.5491333
-82.8200378,70.5491333
-82.8626862,70.8235397
-84.1126938,70.8166733
-84.0495911,70.5202560
-84.0495911,70.5202560
-84.1126938,70.8166733
-84.9519424,70.7735825
-84.8660202,70.4568863
-84.8660202,70.4568863
-84.9519424,70.7735825
-85.5789490,70.7094650
-85.4678802,70.3728333
-85.4678802,70.3728333
-85.5789490,70.7094650
-86.0790558,70.6321869
-85.9406815,70.2756195
-85.9406815,70.2756195
-86.0790558,70.6321869
-86.4647903,70.5440140
-86.2970123,70.1674652
-86.2970123,70.1674652
-86.4647903,70.5440140
-87.1791916,70.4820786
-86.9827347,70.0858307
-86.9827347,70.0858307
-87.1791916,70.4820786
-88.5257339,70.4644470
-88.3022156,70.0491104
-88.3022156,70.0491104
-88.5257339,70.4644470
-89.8483047,70.4348068
-89.5948639,70.0004578
-89.5948639,70.0004578
-89.8483047,70.4348068
-91.1492233,70.3939743
-90.8633118,69.9407578
-90.8633118,69.9407578
-91.1492233,70.3939743
-92.4300919,70.3425903
-92.1094208,69.8707123
-92.1094208,69.8707123
-92.4300919,70.3425903
-93.6919937,70.2811737
-93.3345032,69.7908783
-93.3345032,69.7908783
-93.6919937,70.2811737
-94.9356613,70.2101822
-94.5395126,69.7017288
-94.5395126,69.7017288
-94.9356613,70.2101822
-96.1615829,70.1299820
-95.7251129,69.6036682
-95.7251129,69.6036682
-96.1615829,70.1299820
-97.3700562,70.0409012
-96.8917923,69.4970398
-96.8917923,69.4970398
-97.3700562,70.0409012
-98.5612488,69.9432526
-98.0398941,69.3821716
-98.0398941,69.3821716
-98.5612488,69.9432526
-99.7352524,69.8372879
-99.1696548,69.2593384
-99.1696548,69.2593384
-99.7352524,69.8372879
-100.8920898,69.7232666
-100.2812653,69.1287994
-100.2812653,69.1287994
-100.8920898,69.7232666
-102.0317307,69.6014099
-101.3748474,68.9907913
-101.3748474,68.9907913
-102.0317307,69.6014099
-103.1541519,69.4719543
-102.4505157,68.8455505
-102.4505157,68.8455505
-103.1541519,69.4719543
-104.2593002,69.3350906
-103.5083466,68.6932831
-103.5083466,68.6932831
-104.2593002,69.3350906
-105.3471146,69.1910324
-104.5484085,68.5341949
-104.5484085,68.5341949
-105.3471146,69.1910324
-106.4175568,69.0399628
-105.5707932,68.3684845
-105.5707932,68.3684845
-106.4175568,69.0399628
-107.4705887,68.8820724
-106.5709534,68.1968384
-106.5709534,68.1968384
-107.4705887,68.8820724
-108.5061874,68.7175446
-107.5579529,68.0185089
-107.5579529,68.0185089
-108.5061874,68.7175446
-109.5243454,68.5465469
-108.5275345,67.8341064
-108.5275345,67.8341064
-109.5243454,68.5465469
-110.5250854,68.3692627
-109.4797897,67.6437912
-109.4797897,67.6437912
-110.5250854,68.3692627
-111.5041580,68.1864929
-110.4148483,67.4477234
-110.4148483,67.4477234
-111.5041580,68.1864929
-112.4699097,67.9972153
-111.3328400,67.2460709
-111.3328400,67.2460709
-112.4699097,67.9972153
-113.4184036,67.8021393
-112.2339096,67.0389862
-112.2339096,67.0389862
-113.4184036,67.8021393
-114.3497314,67.6014328
-113.1182251,66.8266068
-113.1182251,66.8266068
-114.3497314,67.6014328
-115.2640076,67.3952332
-113.9859543,66.6090927
-113.9859543,66.6090927
-115.2640076,67.3952332
-116.1613693,67.1836929
-114.8372726,66.3865814
-114.8372726,66.3865814
-116.1613693,67.1836929
-117.0419617,66.9669571
-115.6723938,66.1592026
-115.6723938,66.1592026
-117.0419617,66.9669571
-117.9059448,66.7451706
-116.4915085,65.9270859
-116.4915085,65.9270859
-117.9059448,66.7451706
-118.7535095,66.5184708
-117.2948380,65.6903763
-117.2948380,65.6903763
-118.7535095,66.5184708
-119.5848389,66.2869797
-118.0826111,65.4491959
-118.0826111,65.4491959
-119.5848389,66.2869797
-120.4001465,66.0508423
-118.8550491,65.2036514
-118.8550491,65.2036514
-120.4001465,66.0508423
-121.1996384,65.8101730
-119.6123962,64.9538727
-119.6123962,64.9538727
-121.1996384,65.8101730
-121.9835510,65.5651093
-120.3549042,64.6999741
-120.3549042,64.6999741
-121.9835510,65.5651093
-122.7521133,65.3157578
-121.0828094,64.4420624
-121.0828094,64.4420624
-122.7521133,65.3157578
-123.5055771,65.0622330
-121.7963715,64.1802444
-121.7963715,64.1802444
-123.5055771,65.0622330
-124.2441788,64.8046570
-122.4958420,63.9146271
-122.4958420,63.9146271
-124.2441788,64.8046570
-124.9681778,64.5431366
-123.1814880,63.6453094
-123.1814880,63.6453094
-124.9681778,64.5431366
-125.6778336,64.2777786
-123.8535614,63.3723869
-123.8535614,63.3723869
-125.6778336,64.2777786
-126.3734055,64.0086823
-124.5123291,63.0959587
-124.5123291,63.0959587
-126.3734055,64.0086823
-127.0551529,63.7359428
-125.1580505,62.8161087
-125.1580505,62.8161087
-127.0551529,63.7359428
-127.7233582,63.4596596
-125.7909851,62.5329285
-125.7909851,62.5329285
-127.7233582,63.4596596
-128.3782654,63.1799278
-126.4113922,62.2464981
-126.4113922,62.2464981
-128.3782654,63.1799278
-129.0201569,62.8968315
-127.0195236,61.9569054
-127.0195236,61.9569054
-129.0201569,62.8968315
-129.6492920,62.6104622
-127.6156540,61.6642265
-127.6156540,61.6642265
-129.6492920,62.6104622
-130.2659454,62.3209038
-128.2000275,61.3685341
-128.2000275,61.3685341
-130.2659454,62.3209038
-130.8703766,62.0282288
-128.7728882,61.0699081
-128.7728882,61.0699081
-130.8703766,62.0282288
-131.4628296,61.7325249
-129.3345032,60.7684135
-129.3345032,60.7684135
-131.4628296,61.7325249
-132.0435791,61.4338608
-129.8851013,60.4641190
-129.8851013,60.4641190
-132.0435791,61.4338608
-132.6128845,61.1323090
-130.4249420,60.1570930
-130.4249420,60.1570930
-132.6128845,61.1323090
-133.1709900,60.8279381
-130.9542389,59.8473930
-130.9542389,59.8473930
-133.1709900,60.8279381
-133.7181549,60.5208206
-131.4732513,59.5350838
-131.4732513,59.5350838
-133.7181549,60.5208206
-134.2546234,60.2110138
-131.9821930,59.2202225
-131.9821930,59.2202225
-134.2546234,60.2110138
-134.7806244,59.8985825
-132.4813080,58.9028664
-132.4813080,58.9028664
-134.7806244,59.8985825
-135.2964172,59.5835876
-132.9708099,58.5830688
-132.9708099,58.5830688
-135.2964172,59.5835876
-135.8022156,59.2660828
-133.4509125,58.2608795
-133.4509125,58.2608795
-135.8022156,59.2660828
-136.2982635,58.9461288
-133.9218292,57.9363480
-133.9218292,57.9363480
-136.2982635,58.9461288
-136.7847748,58.6237755
-134.3837738,57.6095276
-134.3837738,57.6095276
-136.7847748,58.6237755
-137.2619934,58.2990723
-134.8369598,57.2804565
-134.8369598,57.2804565
-137.2619934,58.2990723
-137.7301025,57.9720688
-135.2815704,56.9491844
-135.2815704,56.9491844
-137.7301025,57.9720688
-138.1893311,57.6428108
-135.7178192,56.6157494
-135.7178192,56.6157494
-138.1893311,57.6428108
-138.6398773,57.3113480
-136.1458740,56.2801971
-136.1458740,56.2801971
-138.6398773,57.3113480
-139.0819550,56.9777184
-136.5659485,55.9425621
-136.5659485,55.9425621
-139.0819550,56.9777184
-139.5157623,56.6419640
-136.9781952,55.6028824
-136.9781952,55.6028824
-139.5157623,56.6419640
-139.9414825,56.3041306
-137.3828278,55.2611923
-137.3828278,55.2611923
-139.9414825,56.3041306
-140.3593140,55.9642448
-137.7799988,54.9175301
-137.7799988,54.9175301
-140.3593140,55.9642448
-140.7694244,55.6223526
-138.1698608,54.5719261
-138.1698608,54.5719261
-140.7694244,55.6223526
-141.1720123,55.2784882
-138.5526123,54.2244110
-138.5526123,54.2244110
-141.1720123,55.2784882
-141.5672302,54.9326782
-138.9284058,53.8750153
-138.9284058,53.8750153
-141.5672302,54.9326782
-141.9552765,54.5849609
-139.2973785,53.5237656
-139.2973785,53.5237656
-141.9552765,54.5849609
-142.3362885,54.2353668
-139.6597137,53.1706924
-139.6597137,53.1706924
-142.3362885,54.2353668
-142.7104492,53.8839188
-140.0155334,52.8158188
-140.0155334,52.8158188
-142.7104492,53.8839188
-143.0779114,53.5306511
-140.3649902,52.4591713
-140.3649902,52.4591713
-143.0779114,53.5306511
-143.4388275,53.1755867
-140.7082214,52.1007729
-140.7082214,52.1007729
-143.4388275,53.1755867
-143.7933350,52.8187523
-141.0453796,51.7406425
-141.0453796,51.7406425
